header,class,mechanism,group
CARD|phgb|AY055428|20268-21084|ARO:3000412|sul2|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Bla|cphA8|AY261375|1-765|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
gi|238801079|gb|FJ971899.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|570963934|gb|KF769131.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|TEM-148|AM087454|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|544207403|gb|KF203102.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|698174177|gb|KM087843.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|IMP-20|AB196988|1-741|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|pvgb|NC_002516.2|2212676-2213309|ARO:3003709|mexZ|Aminoglycosides|Aminoglycoside-resistance_regulator_mutation|MEXZ|RequiresSNPConfirmation,Aminoglycosides,Aminoglycoside-resistance regulator mutation,MEXZ
Sul|NC_002163.1.904908|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|SFO-1_1_AB003148|betalactams|Class_A_betalactamases|SFO,betalactams,Class A betalactamases,SFO
CARD|phgb|AHFH01000066|19120-20020|ARO:3000318|mphB|MLS|Macrolide_phosphotransferases|MPHB,MLS,Macrolide phosphotransferases,MPHB
Mdr|NC_002745.1123448|Methicillin|Multi-drug_resistance|MDR_regulator|MGRA,Multi-drug resistance,MDR regulator,MGRA
Bla|ACC-2|AF180952|1565-2737|1173|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC
gi|558607391|gb|KF513178.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-1_4_AJ416342|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|SHV-1_11_EF035565|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|TEM-72|AF157553|147-1008|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|68137405|gb|DQ075245.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|sul2_9_FJ197818|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Bla|IMIS|Y10415|126-893|768|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
gi|407731522|gb|JX440352.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|cfiA4|AB087229|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA
Bla|SHV-1|AF148850|6-866|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|pvgb|AL123456|412756-414238|ARO:3003451|Mycobacterium|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniC|INIC|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniC,INIC
1157|AB916359.1|AB916359|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CTX-M-60|AM411407|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Gly|VanRc4|EU151753|3848-4543|696|Glycopeptides|VanC-type_regulator|VANRC,Glycopeptides,VanC-type regulator,VANRC
CARD|phgb|KF147862|0-654|ARO:3000559|adeN|Multi-drug_resistance|MDR_regulator|ADEN,Multi-drug resistance,MDR regulator,ADEN
CARD|phgb|EU250284|2574-3564|ARO:3002973|vanTmL|Glycopeptides|VanL-type_resistance_protein|VANTML,Glycopeptides,VanL-type resistance protein,VANTML
gi|42406212|gb|AY524987.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Flq|QnrB36|JN173058|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
CARD|pvgb|AL450380|7317-11067|ARO:3003298|Mycobaterium|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
CARD|phgb|L29045|259-700|ARO:3002557|AAC6-PRIME-Ij|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|CTX-M-14_4_EU274579|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
MLS|ereA_2_AF099140|MLS|Macrolide_esterases|EREA,MLS,Macrolide esterases,EREA
509|unknown_id|unknown_name|betalactams|Class_A_betalactamases|SCO,betalactams,Class A betalactamases,SCO
1295|AF091113.2|AF091113|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|pvgb|CP003583|914819-915452|ARO:3003078|Enterococcus|Lipopeptides|Daptomycin-resistant_liaFSR|LIAFSR|RequiresSNPConfirmation,Lipopeptides,Daptomycin-resistant liaFSR,LIAFSR
CARD|phgb|AP009048|4337959-4338628|ARO:3003582|PmrA|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|pmrA,Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA
661|JQ808129.1|JQ808129|Aminoglycosides|16S_rRNA_methyltransferases|RMTF,Aminoglycosides,16S rRNA methyltransferases,RMTF
592|HQ424460.1|HQ424460|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Mdr|AP009048.1|gene2135|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTD,Multi-drug resistance,Multi-drug efflux pumps,MDTD
gi|508128869|gb|KC964871.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
333|AY509111.1|AY509111|Multi-drug_resistance|Multi-drug_efflux_pumps|DRRA,Multi-drug resistance,Multi-drug efflux pumps,DRRA
Bla|GOB-16|GU188443|1-873|873|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
AGly|AadE-Pp|HE577054|1299623-1300477|855|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
CARD|phgb|ACNI01000036|30014-30740|ARO:3003072|Bacillus|MLS|Macrolide_phosphotransferases|MPH,MLS,Macrolide phosphotransferases,MPH
1899|AM932669.1|AM932669|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|558500530|gb|KF663615.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ACou|NC_008702.1.4609137|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
CARD|phgb|AY509120|22652-23495|ARO:3001302|chrB|MLS|23S_rRNA_methyltransferases|CHRB,MLS,23S rRNA methyltransferases,CHRB
Bla|SHV-76|AM176551|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-79|AM176554|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|829027062|gb|KP410856.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-20|AF024602|1238-2038|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tet|tet40_1_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
Sul|sul1_32_EF592571|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|IND-2b|EF672681|1-732|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Phe|FexA|JQ041372|14024-15451|1428|Phenicol|Phenicol_efflux_pumps|FEXA,Phenicol,Phenicol efflux pumps,FEXA
Bla|TEM-126|AY628199|204-1064|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|AF347054|208-1069|ARO:3000947|TEM-80|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|378939968|gb|JN935136.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|53854915|gb|AY743434.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|NC_002516|5151077-5154209|ARO:3000801|mexD|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXD,Multi-drug resistance,Multi-drug efflux pumps,MEXD
CARD|phgb|HQ433550|0-1020|ARO:3000813|mexS|Multi-drug_resistance|MDR_regulator|MEXS,Multi-drug resistance,MDR regulator,MEXS
gi|23953862|gb|AY143430.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Flq|NC_012491.1.7717618|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|OXA-235|JQ820240|591-1421|831|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|TEM-129|AY452662|184-1044|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|GES-6|AY494718|1-864|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
Bla|CTX-M-76|AM982520|5549-6424|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|VIM-19|FJ915116|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Bla|OXA-78|AY862132|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|FOX-2|Y10282|19-1167|1149|betalactams|Class_C_betalactamases|FOX,betalactams,Class C betalactamases,FOX
1550|KJ510410.1|KJ510410|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|AF117744|0-780|ARO:3001078|SHV-20|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|VEB-7|FJ825622|1-900|900|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
Bla|TEM-207_1_KC818234|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|NC_010611.6236097|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|pvgb|AF469609|566-3353|ARO:3003297|Bartonella|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Sul|sul2_12_AF497970|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Mdr|AB015853.1|gene2|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXY,Multi-drug resistance,Multi-drug efflux pumps,MEXY
Rif|NC_002163.1.904806|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
CARD|phgb|NC_002516.2|3982020-3984009|ARO:3002985|arnA|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNA,Cationic antimicrobial peptides,Lipid A modification,ARNA
Bla|OXA|FJ872530|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|591542941|gb|KJ207208.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|OXA-19|FJ906752|1219-2019|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Fos|fosA_1_NZ_ACWU01000146|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
CARD|pvgb|AL123456|4246513-4249810|ARO:3003326|Mycobacterium|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBB|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol resistant arabinosyltransferase,EMBB
CARD|phgb|U97042|1263-4347|ARO:3003010|ceoB|Multi-drug_resistance|Multi-drug_efflux_pumps|CEOB,Multi-drug resistance,Multi-drug efflux pumps,CEOB
Bla|OXA-50_2_AY306133|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tet|tetC_9_AY046276|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETC
gi|13591818|gb|AF357599.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|407731530|gb|JX440354.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
CARD|phgb|AF427128|208-1069|ARO:3000949|TEM-82|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MLS|vatE_7_AY043211|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
986|AM237806.1|AM237806|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|phgb|GU371926|50304-51165|ARO:3000903|TEM-33|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Flq|QnrB65_1_KC580654|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|cfiA10|AB087227|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA
AGly|strB_3_AF024602|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
Bla|OXA-201|HQ734812|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|IMP-34|AB715422|1696-2436|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|LEN-19|AM850909|1-861|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
1055|AY139601.1|AY139601|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
Bla|LEN-22|AM850912|1-861|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Bla|OXA-182_1_HM640278|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
978|DQ018711.1|DQ018711|Glycopeptides|VanA-type_accessory_protein|VANYA,Glycopeptides,VanA-type accessory protein,VANYA
gi|562889820|gb|KF585144.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AB083212|0-756|ARO:3000859|rmtA|Aminoglycosides|16S_rRNA_methyltransferases|RMTA,Aminoglycosides,16S rRNA methyltransferases,RMTA
Bla|OXA-67|DQ491200|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AP009048|2165012-2166416|ARO:3000829|baeS|Multi-drug_resistance|MDR_regulator|BAES,Multi-drug resistance,MDR regulator,BAES
Bla|OKP-B-5|AY512506|68-928|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|OXA-170|HM488991|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
582|AY655721.2|AY655721|Glycopeptides|VanB-type_regulator|VANSB,Glycopeptides,VanB-type regulator,VANSB
MLS|ermT_2_AY894138|MLS|23S_rRNA_methyltransferases|ERMT,MLS,23S rRNA methyltransferases,ERMT
gi|125634073|gb|EF374097.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|388564855|gb|JQ733578.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
195|U09991.1|SVU09991|Phenicol|Phenicol_efflux_pumps|ARAJ,Phenicol,Phenicol efflux pumps,ARAJ
Fos|fosA_3_NZ_ACWO01000079|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
Bla|X78117.1|gene1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|FJ666068.1|gene1|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
gi|2570064|emb|Y15130.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|JN790862|244-1120|ARO:3001980|CTX-M-121|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|TEM-158|EF534736|214-1074|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Flq|Qnr850_1_JX440357|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|CTX-M-45|D89862|112-981|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Tet|ortB_2_AF061335|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|OTRB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,OTRB
Bla|Nps1|AY027589|46-828|783|betalactams|Class_A_betalactamases|NPS,betalactams,Class A betalactamases,NPS
Gly|VanH-Ao2|HQ679900|1-1032|1032|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
Bla|OXA-96|DQ519090|63-905|843|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CTX-M-13_2_AF252623|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CTX-M-93|HQ166709|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1330|AF099139.1|AF099139|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Bla|CMY-1|X92508|1-1149|1149|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|EF504260|1994-3155|ARO:3001818|ACC-4|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC
gi|164449661|gb|EU342351.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
MLS|ermC_13_M13761|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
ACou|NC_002745.1124025|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
Flq|QnrB32_2_JN173054|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Mdr|NC_002516.2.877851|Multi-drug_resistance|Multi-drug_efflux_pumps|OPRM,Multi-drug resistance,Multi-drug efflux pumps,OPRM
Bla|OKP-B-9|AM051159|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
MLS|mphC_1_AB013298|MLS|Macrolide_phosphotransferases|MPHC,MLS,Macrolide phosphotransferases,MPHC
gi|300510841|gb|HM245380.1|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
gi|74422854|gb|DQ174306.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1161|FR748153.1|FR748153|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
611|Y18050.2|Y18050|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
906|AJ628983.2|AJ628983|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|OXA-45|AM849110|2553-3347|795|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|TLA-1|GU441460|3220-4125|906|betalactams|Class_A_betalactamases|TLA,betalactams,Class A betalactamases,TLA
AGly|AadA21|AY171244|47-838|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|EU086830.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|28625510|gb|AY227752.1|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
CARD|pvgb|NC_002952|5036-6968|ARO:3003301|Staphylococcus|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
Bla|OXA-143|GQ861437|2914-3741|828|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-77|JX440353|1027-2172|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-36_1_AY677211|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|347364916|gb|HM569226.2|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
16|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|sme,Multi-drug resistance,Multi-drug efflux pumps,sme
Flq|QnrB27|HM439641|1-645|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
38|DQ516970.1|DQ516970|Multi-drug_resistance|Multi-drug_efflux_pumps|MSBA,Multi-drug resistance,Multi-drug efflux pumps,MSBA
gi|126202236|gb|EF420108.1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
Phe|AF332662.1|gene1|Phenicol|Phenicol_efflux_pumps|FLOR,Phenicol,Phenicol efflux pumps,FLOR
1168|unknown_id|unknown_name|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CTX-M-72|AY847148|9-884|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1272|AY619003.1|AY619003|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
