Database,Source_header,MEGARes_header,UpdatedHeader
NCBI,gi|56908016|dbj|AP006627.1|2101292-2098869,MEG_5349|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|602249473|gb|KC118540.6|41596-43815 gi|213054530|gb|CP001182.1|250701-252920,MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|744797373|gb|CP006869.1|1925957-1923654 gi|325199235|gb|CP002420.1|666028-663725 gi|66731897|gb|AE002098.2|1665175-1667478,MEG_5351|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|751410783|gb|CP010781.1|239136-241355 gi|213985689|gb|CP001172.1|3539471-3537252,MEG_5352|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|807109228|gb|CP011259.1|294232-291974 gi|563346448|gb|CP006876.1|3226439-3224181 gi|197211055|gb|CP001138.1|3260817-3258559,MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|82655308|emb|AJ938182.1|1321963-1324365,MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|899750970|gb|CP012120.1|2433921-2431519 gi|743649775|gb|CP010300.1|1374164-1376566 gi|743624649|gb|CP010299.1|1374164-1376566 gi|743618732|gb|CP010298.1|1374163-1376565 gi|743615870|gb|CP010297.1|1374164-1376566 gi|743612995|gb|CP010296.1|1374164-1376566 gi|743602172|gb|CP010295.1|1374164-1376566 gi|584463070|gb|CP007176.1|1393883-1396285 gi|87125858|gb|CP000255.1|1374167-1376569,MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|909837468|gb|CP003357.2|1328560-1326080 gi|556027507|gb|CP006844.1|1248487-1246007 gi|298237097|gb|CP001993.1|1511745-1509265 gi|225726369|gb|CP000921.1|1289966-1287486,MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|926451317|emb|LN871187.1|5586548-5584284 gi|553895034|gb|CP006832.1|5574481-5572217 gi|553886202|gb|CP006831.1|5575566-5573302 gi|543879514|gb|CP006705.1|5354067-5351803 gi|110227054|gb|AE004091.2|5574486-5572222,MEG_5357|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|939559781|gb|CP012952.1|3863522-3861303 gi|169147133|emb|CU459141.1|3709146-3706927 gi|88758893|emb|CT025948.2|19-2238,MEG_5358|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|941146344|gb|CP007676.1|1358389-1360791 gi|941142962|gb|CP007672.1|1356603-1359005 gi|941139768|gb|CP007657.1|1370321-1372723 gi|828461663|gb|CP007674.1|1353469-1355871 gi|828444881|gb|CP007670.1|1368972-1371374 gi|827440804|gb|CP011526.1|1356370-1358772 gi|777226173|emb|LN831049.1|2098228-2095826 gi|640834542|gb|CP007690.1|1388113-1390515 gi|610395799|gb|CP007539.1|1410356-1412758 gi|374362062|gb|CP003033.1|1297859-1300261,MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|973420427|gb|CP010966.1|1315475-1317790 gi|973416827|gb|CP010965.1|2742169-2739854 gi|937412521|gb|CP011401.1|2734411-2732096 gi|937409066|gb|CP011400.1|1030858-1033173 gi|937404317|gb|CP011448.1|1315474-1317789 gi|937400854|gb|CP011447.1|1315484-1317799 gi|937393878|gb|CP011446.1|1314428-1316743 gi|937390412|gb|CP011445.1|1313376-1315691 gi|937386949|gb|CP011444.1|1314411-1316726 gi|937383491|gb|CP011443.1|2741134-2738819,MEG_5360|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|973795115|gb|AE006468.2|3339212-3336954 gi|808186398|gb|CP007523.1|4023443-4021185 gi|777181114|emb|LN829402.1|678255-680513 gi|764057510|gb|CP007235.1|4110891-4108633 gi|674281104|gb|CP009102.1|3275107-3272849 gi|669110799|gb|CP007804.2|3250748-3248490 gi|661245796|dbj|AP014565.1|3471173-3468915 gi|618631222|gb|CP007581.1|3372468-3370210 gi|545006446|emb|HF937208.1|3372464-3370206 gi|523821078|gb|CP006602.1|4592941-4590683,MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|984671414|emb|LT009690.1|1401198-1403600 gi|927048389|gb|CP010890.1|1362542-1364944 gi|925190036|gb|CP012593.1|1360870-1363272 gi|595636499|gb|CP007454.1|2534271-2531869 gi|47118324|dbj|BA000018.3|1356325-1358727,MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|985000614|gb|CP014225.1|1363107-1360915 gi|958627747|gb|CP013253.1|257424-259616 gi|939732440|gb|CP011343.2|3140979-3138787 gi|939731527|gb|CP011342.2|3141724-3139532 gi|937526251|gb|CP012870.1|1475749-1477941 gi|937521852|gb|CP012869.1|1475749-1477941 gi|937517453|gb|CP012868.1|1475749-1477941 gi|932857508|emb|LN877770.1|3990239-3988047 gi|923416119|gb|CP011113.1|3122625-3120433 gi|899729770|gb|CP012127.1|3140353-3138161,MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,
NCBI,gi|119668705|emb|AM406670.1|1203248-1201275 gi|237624339|gb|CP001281.2|3523938-3523911,MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|150953431|gb|CP000647.1|3770116-3768221,MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|156720466|dbj|AP009324.1|1432057-1434054 gi|47208328|dbj|BA000017.4|1430657-1432654,MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|169150821|emb|CU468230.2|3239540-3237657,MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|183207914|gb|CP000863.1|3775297-3773411,MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|225791049|gb|CP000675.2|856068-854188,MEG_5369|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|226092535|dbj|AP008955.1|3485211-3483241,MEG_5370|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|226840737|gb|CP001581.1|3147208-3145253,MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|25307955|gb|AE007317.1|749887-751830 gi|116075884|gb|CP000410.1|757418-759361,MEG_5372|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|29350190|gb|AE016830.1|1575737-1573680,MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|323575285|emb|FN543093.2|3659788-3657896,MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|529186758|gb|CP004022.1|2700831-2698936,MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|53752796|emb|CR628337.1|818681-816801,MEG_5376|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|556017688|gb|CP006845.1|1838965-1840932 gi|154350369|gb|CP000560.1|1843604-1845571,MEG_5377|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|56908016|dbj|AP006627.1|2103263-2101293 gi|361052061|gb|CP003179.1|6624-6652 gi|339284117|gb|CP002901.1|6384-6412,MEG_5378|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|610395799|gb|CP007539.1|1408359-1410356 gi|57284222|gb|CP000046.1|1395973-1397970,MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|66731897|gb|AE002098.2|1759876-1757891,MEG_5380|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|807109228|gb|CP011259.1|300881-298989 gi|563346448|gb|CP006876.1|3233088-3231196 gi|197211055|gb|CP001138.1|3267466-3265574,MEG_5381|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|81239530|gb|CP000034.1|2972143-2974035,MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|82655308|emb|AJ938182.1|1319966-1321963,MEG_5383|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|827443540|gb|CP011528.1|1321707-1323704 gi|760495145|gb|CP010944.1|1263867-1265864 gi|760491253|gb|CP010943.1|1259520-1261517 gi|748807120|gb|CP010526.1|1408618-1410615 gi|47118312|dbj|BA000033.2|1356318-1358315,MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|909837468|gb|CP003357.2|1330914-1328971 gi|556027507|gb|CP006844.1|1250841-1248898 gi|298237097|gb|CP001993.1|1514099-1512156 gi|225726369|gb|CP000921.1|1292320-1290377 gi|73916405|gb|DQ175270.1|1-1944,MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|926451317|emb|LN871187.1|5589979-5588090 gi|553895034|gb|CP006832.1|5577912-5576023 gi|553886202|gb|CP006831.1|5578997-5577108 gi|543879514|gb|CP006705.1|5357498-5355609 gi|110227054|gb|AE004091.2|5577917-5576028,MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|927048389|gb|CP010890.1|1360545-1362542 gi|803444476|gb|CP011147.1|1340104-1342101 gi|595636499|gb|CP007454.1|2536268-2534271 gi|408436493|emb|HE579073.1|1332627-1334624 gi|408434508|emb|HE579071.1|1332578-1334575 gi|408432519|emb|HE579069.1|1332804-1334801 gi|408430526|emb|HE579067.1|1332763-1334760 gi|408428537|emb|HE579065.1|1332765-1334762 gi|408426549|emb|HE579063.1|1332769-1334766 gi|408424560|emb|HE579061.1|1332814-1334811,MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|939559781|gb|CP012952.1|221456-223339 gi|787858845|gb|CP008706.1|138348-140231 gi|751410783|gb|CP010781.1|3788310-3786427 gi|213985689|gb|CP001172.1|138457-140340 gi|213054530|gb|CP001182.1|3929708-3927825 gi|169147133|emb|CU459141.1|138431-140314,MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|973420427|gb|CP010966.1|1312888-1314849 gi|973416827|gb|CP010965.1|2744756-2742795 gi|937412521|gb|CP011401.1|2736998-2735037 gi|937409066|gb|CP011400.1|1028271-1030232 gi|937404317|gb|CP011448.1|1312887-1314848 gi|937400854|gb|CP011447.1|1312897-1314858 gi|937393878|gb|CP011446.1|1311841-1313802 gi|937390412|gb|CP011445.1|1310789-1312750 gi|937386949|gb|CP011444.1|1311824-1313785 gi|937383491|gb|CP011443.1|2743721-2741760,MEG_5389|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|974161314|gb|CP012018.1|1461272-1463269 gi|974158397|gb|CP012015.1|1462004-1464001 gi|974155539|gb|CP012013.1|1462916-1464913 gi|974152716|gb|CP012012.1|1454796-1456793 gi|974149849|gb|CP012011.1|1510750-1512747 gi|941146344|gb|CP007676.1|1356392-1358389 gi|941142962|gb|CP007672.1|1354606-1356603 gi|941139768|gb|CP007657.1|1368324-1370321 gi|899756207|gb|CP012119.1|537344-535347 gi|899750970|gb|CP012120.1|2435918-2433921,MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|974161314|gb|CP012018.1|1461278-1463269 gi|974158397|gb|CP012015.1|1462010-1464001 gi|974155539|gb|CP012013.1|1462922-1464913 gi|974152716|gb|CP012012.1|1454802-1456793 gi|974149849|gb|CP012011.1|1510756-1512747 gi|941146344|gb|CP007676.1|1356398-1358389 gi|941142962|gb|CP007672.1|1354612-1356603 gi|941139768|gb|CP007657.1|1368330-1370321 gi|899756207|gb|CP012119.1|537338-535347 gi|899750970|gb|CP012120.1|2435912-2433921,MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|974999704|gb|CP013994.1|1612869-1610791 gi|529202214|gb|CP006620.1|1179647-1181725 gi|388532432|gb|CP003583.1|1130245-1132323 gi|378937014|gb|CP003351.1|1201986-1199908 gi|87299420|dbj|AB204590.1|1-342,MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
NCBI,gi|981191958|emb|LN999997.1|2058108-2060000 gi|973795115|gb|AE006468.2|3345861-3343969 gi|821161554|gb|CP011428.1|3374087-3372195 gi|808186398|gb|CP007523.1|4030092-4028200 gi|777181114|emb|LN829402.1|671606-673498 gi|764057510|gb|CP007235.1|4117540-4115648 gi|764048557|gb|CP007216.1|3969752-3967860 gi|674281104|gb|CP009102.1|3281756-3279864 gi|669110799|gb|CP007804.2|3257397-3255505 gi|661245796|dbj|AP014565.1|3477822-3475930,MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,
CARD,CARD|gb|AP009048.1|-|3172159-3174052|ARO:3003316|Escherichia coli parE conferring resistance to fluoroquinolones [Escherichia coli str. K-12 substr. W3110] ,MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,
CARD,CARD|gb|BX571856.1|+|1417762-1419760|ARO:3003315|Staphylococcus aureus parE conferring resistance to fluoroquinolones [Staphylococcus aureus subsp. aureus MRSA252] ,MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,
CARD,CARD|gb|AF235050.4|+|38028-40140|ARO:3003318|Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin [Streptomyces rishiriensis] ,MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY,
CARD,CARD|gb|AE005672.3|-|1983115-1984810|ARO:3000024|patA [Streptococcus pneumoniae TIGR4] ,MEG_5397|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATA,
CARD,CARD|gb|AE005672.3|-|1980557-1982324|ARO:3000025|patB [Streptococcus pneumoniae TIGR4] ,MEG_5398|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATB,
CARD,CARD|gb|JN645776|+|0-2160|ARO:3003041|Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin [Streptococcus pneumoniae] ,MEG_5399|Drugs|betalactams|Penicillin_binding_protein|PBP1A|RequiresSNPConfirmation,
ARG-ANNOT,(Bla)Penicillin_Binding_Protein_Ecoli:CP002291:664439-666340:1902,MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,
CARD,CARD|gb|AE002098.2|+|419828-421574|ARO:3003937|Neisseria meningititis PBP2 conferring resistance to beta-lactam [Neisseria meningitidis MC58] ,MEG_5401|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,
NCBI,gi|333033673|emb|FR823292.1|1741-3738,MEG_5402|Drugs|betalactams|Penicillin_binding_protein|PBP2,
NCBI,gi|478686599|gb|KC601653.1|258-1,MEG_5403|Drugs|betalactams|Penicillin_binding_protein|PBP2,
NCBI,gi|871340505|gb|KT192641.1|1-1998 gi|657406205|emb|LK024544.1|6531-4534 gi|452754752|emb|HF569116.1|3738-1741 gi|344176319|emb|FR821779.1|37678-35681 gi|375313938|gb|JN794592.1|1-313,MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP2,
ResFinder,penA_1_AF515059 ,MEG_5405|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,
CARD,CARD|gb|NC_003098.1|-|1494215-1496273|ARO:3003042|Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin [Streptococcus pneumoniae R6] ,MEG_5406|Drugs|betalactams|Penicillin_binding_protein|PBP2B|RequiresSNPConfirmation,
CARD,CARD|gb|JN645706|+|0-2253|ARO:3003043|Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin [Streptococcus pneumoniae] ,MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2X|RequiresSNPConfirmation,
CARD,CARD|gb|L42023.1|+|1197839-1199672|ARO:3004446|Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics [Haemophilus influenzae Rd KW20] ,MEG_5408|Drugs|betalactams|Penicillin_binding_protein|PBP3|RequiresSNPConfirmation,
ARG-ANNOT,(Bla)AmpC1_Ecoli:FN649414:2765051-2766355:1302,MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,
BacMet,pbrA|ABF12806|ABF12806.2CupriavidusmetalliduransCH34P-typeATPaseinvolvedinPb(II)resistancePbrA,MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,
BacMet,pbrB/pbrC|ABF12807|ABF12807.2CupriavidusmetalliduransCH34undecaprenylpyrophosphatephosphatase/lipoproteinsignalpeptidaseinvolvedinPb(II)resistancePbrB/C,MEG_5411|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRB,
BacMet,"pbrD|ABF12808|ABF12808.2CupriavidusmetalliduransCH34PbrD,Pb(II)bindingproteininvolvedinPb(II)resistance",MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD,
BacMet,pbrR|ADJ63118|ADJ63118.1HerbaspirillumseropedicaeSmR1Pb-specifictranscriptionregulatorprotein:Location:1..453,MEG_5413|Metals|Lead_resistance|Lead_P-type_ATPase_regulator|PBRR,
BacMet,pbrT|CAI47902|CAI47902.2AchromobacterxylosoxidansleaduptakeproteinPbrT,MEG_5414|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRT,
BacMet,pcm|AGC65451|AGC65451.1Stenotrophomonasmaltophiliaprotein-L-isoaspartateO-methyltransferase:Location:1..648,MEG_5415|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM,
BacMet,pcoA|CAA58525|CAA58525.1Escherichiacolihypotheticalprotein,MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,
BacMet,AAA72014|AAA72014.1Xanthomonasarboricolapv.juglandishypotheticalprotein,MEG_5417|Metals|Copper_resistance|Copper_resistance_protein|PCOB,
BacMet,pcoB|CAA58526|CAA58526.1Escherichiacolihypotheticalprotein:Location:1..891,MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,
BacMet,AAA72015|AAA72015.1Xanthomonasarboricolapv.juglandishypotheticalprotein:Location:1..384,MEG_5419|Metals|Copper_resistance|Copper_resistance_protein|PCOC,
BacMet,pcoC|CAA58527|CAA58527.1Escherichiacolihypotheticalprotein:Location:1..381,MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,
BacMet,AAA72016|AAA72016.1Xanthomonasarboricolapv.juglandishypotheticalprotein,MEG_5421|Metals|Copper_resistance|Copper_resistance_protein|PCOD,
BacMet,pcoD|CAA58528|CAA58528.1Escherichiacolihypotheticalprotein,MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,
BacMet,pcoE|CAA58532|CAA58532.1Escherichiacolihypotheticalprotein:Location:1..435,MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,
BacMet,pcoR|CAA58529|CAA58529.1Escherichiacolihypotheticalprotein:Location:1..681,MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,
BacMet,pcoS|CAA58530|CAA58530.1Escherichiacolihypotheticalprotein,MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,
AMRFinder,730561829|WP_034048369.1|NG_049924|1|1|blaPDC-50|blaPDC|class_C_beta-lactamase_PDC-50 NG_049924:1-1194,MEG_5426|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1408841611|WP_111672884.1|NG_060539|1|1|blaPDC-294|blaPDC|class_C_beta-lactamase_PDC-294 NG_060539:1-1194,MEG_5427|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1035157545|WP_064511510.1|NG_050833|1|1|blaPDC-160|blaPDC_var|class_C_beta-lactamase_PDC-160 NG_050833:1-1194,MEG_5428|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,730722906|WP_034081664.1|NG_049914|1|1|blaPDC-41|blaPDC_var|class_C_beta-lactamase_PDC-41 NG_049914:1-1194,MEG_5429|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1034011133|WP_064484005.1|NG_050796|1|1|blaPDC-140|blaPDC_var|class_C_beta-lactamase_PDC-140 NG_050796:1-1194,MEG_5430|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,927333323|WP_053816671.1|NG_050824|1|1|blaPDC-151|blaPDC_var|class_C_beta-lactamase_PDC-151 NG_050824:1-1194,MEG_5431|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,501021662|WP_012074328.1|NG_049905|1|1|blaPDC-33|blaPDC_var|class_C_beta-lactamase_PDC-33 NG_049905:101-1294,MEG_5432|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1028110212|WP_063864582.1|NG_049915|1|1|blaPDC-42|blaPDC_var|class_C_beta-lactamase_PDC-42 NG_049915:1-1194,MEG_5433|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,685986033|WP_031692400.1|NG_055479|1|1|blaPDC-115|blaPDC|class_C_beta-lactamase_PDC-115 NG_055479:1-1194,MEG_5434|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1408841626|WP_111672899.1|NG_060557|1|1|blaPDC-288|blaPDC|class_C_beta-lactamase_PDC-288 NG_060557:1-1194,MEG_5435|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1121341902|WP_073647245.1|NG_055276|1|1|blaPDC-213|blaPDC|class_C_beta-lactamase_PDC-213 NG_055276:1-1194,MEG_5436|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1393270461|WP_109791206.1|NG_057605|1|1|blaPDC-274|blaPDC|class_C_beta-lactamase_PDC-274 NG_057605:1-1194,MEG_5437|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1028110191|WP_063864561.1|NG_049869|1|1|blaPDC-102|blaPDC|class_C_beta-lactamase_PDC-102 NG_049869:1-1194,MEG_5438|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1463920496|WP_116786838.1|NG_061625|1|1|blaPDC-306|blaPDC|class_C_beta-lactamase_PDC-306 NG_061625:1-1194,MEG_5439|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1463920492|WP_116786834.1|NG_061620|1|1|blaPDC-304|blaPDC|class_C_beta-lactamase_PDC-304 NG_061620:1-1194,MEG_5440|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,959944869|WP_058198950.1|NG_050726|1|1|blaPDC-86|blaPDC|class_C_beta-lactamase_PDC-86 NG_050726:101-1294,MEG_5441|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1343491225|WP_104009841.1|NG_056399|1|1|blaPDC-244|blaPDC|class_C_beta-lactamase_PDC-244 NG_056399:1-1170,MEG_5442|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1408841637|WP_111672910.1|NG_060568|1|1|blaPDC-303|blaPDC|class_C_beta-lactamase_PDC-303 NG_060568:1-1194,MEG_5443|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1028110196|WP_063864566.1|NG_049878|1|1|blaPDC-110|blaPDC|class_C_beta-lactamase_PDC-110 NG_049878:1-1194,MEG_5444|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1035157548|WP_064511513.1|NG_050836|1|1|blaPDC-163|blaPDC|class_C_beta-lactamase_PDC-163 NG_050836:1-1194,MEG_5445|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1343491228|WP_104009844.1|NG_056403|1|1|blaPDC-248|blaPDC|class_C_beta-lactamase_PDC-248 NG_056403:1-1194,MEG_5446|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1209144255|WP_088245217.1|NG_055274|1|1|blaPDC-212|blaPDC|class_C_beta-lactamase_PDC-212 NG_055274:1-1194,MEG_5447|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1035157550|WP_064511515.1|NG_050838|1|1|blaPDC-165|blaPDC|class_C_beta-lactamase_PDC-165 NG_050838:1-1194,MEG_5448|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,657908293|WP_029610673.1|NG_049876|1|1|blaPDC-109|blaPDC|class_C_beta-lactamase_PDC-109 NG_049876:1-1194,MEG_5449|Drugs|betalactams|Class_C_betalactamases|PDC,
AMRFinder,1408841636|WP_111672909.1|NG_060567|1|1|blaPDC-302|blaPDC|class_C_beta-lactamase_PDC-302 NG_060567:1-1194,MEG_5450|Drugs|betalactams|Class_C_betalactamases|PDC,
