S1_test,S3_test,S2_test
MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,0,0
MEG_5071|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,8.0,2.0
MEG_5307|Drugs|betalactams|Class_A_betalactamases|OXY,4.0,6.0,0
MEG_6459|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,4.0,2.0
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,4.0,6.0,4.0
MEG_6685|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,8.0,0
MEG_7520|Drugs|Glycopeptides|VanM-type_regulator|VANSM,4.0,4.0,2.0
MEG_4995|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,2.0,4.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,0
MEG_7023|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,10.0,14.0,4.0
MEG_3341|Drugs|betalactams|Class_B_betalactamases|IMP,0,4.0,0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,2.0,0
MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,2.0,0
MEG_6314|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,0
MEG_7348|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,2.0,0
MEG_3030|Drugs|betalactams|Class_C_betalactamases|FOX,4.0,2.0,4.0
MEG_3045|Drugs|betalactams|Class_C_betalactamases|FOX,6.0,12.0,4.0
MEG_6450|Drugs|betalactams|Class_A_betalactamases|SHV,0,4.0,0
MEG_1907|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,4.0,2.0
MEG_2866|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethionamide-resistant_mutant|ETHA|RequiresSNPConfirmation,10.0,14.0,8.0
MEG_4269|Drugs|betalactams|Class_A_betalactamases|OKP,0,4.0,0
MEG_6840|Drugs|betalactams|Class_A_betalactamases|TEM,0,4.0,0
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,2.0,0
MEG_1649|Drugs|betalactams|Class_A_betalactamases|CEPA,6.0,2.0,2.0
MEG_710|Drugs|betalactams|Class_B_betalactamases|AIM,6.0,8.0,4.0
MEG_3155|Drugs|betalactams|Class_B_betalactamases|GOB,2.0,6.0,2.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,10.0,12.0,4.0
MEG_5040|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,2.0
MEG_335|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,2.0
MEG_3206|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,12.0,6.0,4.0
MEG_1861|Drugs|betalactams|Class_C_betalactamases|CMY,0,8.0,0
MEG_311|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,4.0,0
MEG_5927|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_3496|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,4.0,0
MEG_1071|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,4.0,2.0,2.0
MEG_2230|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,4.0,0
MEG_6213|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0
MEG_5931|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,2.0,0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,2.0,4.0,2.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,0
MEG_4788|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_4109|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NALC|RequiresSNPConfirmation,2.0,2.0,2.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,6.0,6.0,4.0
MEG_2302|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,4.0,2.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,0,6.0,0
MEG_6322|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,6.0,2.0
MEG_5630|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_2262|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,12.0,4.0
MEG_1823|Drugs|betalactams|Class_C_betalactamases|CMY,0,2.0,0
MEG_2711|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBB|RequiresSNPConfirmation,14.0,24.0,8.0
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,2.0
MEG_4759|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,4.0
MEG_5214|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,0
MEG_5860|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,4.0,2.0,0
MEG_5031|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_3484|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,4.0,0
MEG_4683|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,2.0,2.0
MEG_5929|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,0,2.0
MEG_2316|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,0,2.0,0
MEG_2200|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,2.0,2.0
MEG_6417|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,2.0
MEG_3960|Drugs|betalactams|Class_C_betalactamases|MIR,2.0,4.0,0
MEG_3224|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,10.0,24.0,10.0
MEG_3250|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,8.0,8.0,6.0
MEG_3106|Drugs|betalactams|Class_A_betalactamases|GES,0,4.0,0
MEG_2104|Drugs|betalactams|Class_B_betalactamases|CPHA,10.0,8.0,4.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,0,2.0,0
MEG_6219|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_6398|Drugs|betalactams|Class_A_betalactamases|SHV,0,6.0,0
MEG_6430|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_2436|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,0
MEG_3298|Drugs|betalactams|Class_A_betalactamases|IMI,8.0,4.0,6.0
MEG_2264|Drugs|betalactams|Class_A_betalactamases|CTX,0,8.0,0
MEG_3903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,8.0,0
MEG_7763|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,2.0,0
MEG_1523|Drugs|betalactams|Class_A_betalactamases|CARB,6.0,6.0,2.0
MEG_2318|Drugs|betalactams|Class_A_betalactamases|CTX,0,6.0,0
MEG_4241|Drugs|betalactams|Class_A_betalactamases|OKP,4.0,6.0,2.0
MEG_6432|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,4.0,2.0
MEG_7044|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2.0,0,2.0
MEG_7340|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,6.0,10.0,6.0
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,0,2.0,0
MEG_452|Drugs|betalactams|Class_C_betalactamases|ACT,10.0,12.0,6.0
MEG_4747|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,4.0,0,2.0
MEG_1923|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,2.0,0
MEG_7081|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,4.0,8.0,2.0
MEG_783|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_6819|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,2.0,2.0
MEG_6044|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMA,0,2.0,0
MEG_4302|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN,2.0,6.0,0
MEG_3569|Drugs|betalactams|Class_A_betalactamases|LEN,0,4.0,0
MEG_4445|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,14.0,18.0,6.0
MEG_6326|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0
MEG_7711|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,0,0
MEG_3803|Drugs|betalactams|Penicillin_binding_protein_regulator|MECI,2.0,0,2.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,2.0,2.0,0
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2.0,2.0,2.0
MEG_6384|Drugs|betalactams|Class_A_betalactamases|SHV,8.0,4.0,4.0
MEG_1995|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,10.0,4.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,0,2.0
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,4.0,6.0,2.0
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,2.0,2.0,2.0
MEG_7077|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,8.0,2.0,4.0
MEG_1621|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,2.0,0,0
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,6.0,20.0,2.0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,0
MEG_2150|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,4.0,0
MEG_7069|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0,2.0,0
MEG_1848|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,2.0,0
MEG_6171|Drugs|betalactams|Class_A_betalactamases|SCO,4.0,2.0,0
MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,4.0,12.0,4.0
MEG_4756|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,6.0,18.0,0
MEG_1015|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,2.0,8.0,2.0
MEG_3508|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,4.0,0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,8.0,8.0,4.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,4.0,8.0,2.0
MEG_6220|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,0,4.0
MEG_4288|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,4.0,6.0,0
MEG_2413|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,2.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,16.0,16.0,8.0
MEG_6376|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,2.0
MEG_3146|Drugs|betalactams|Class_B_betalactamases|GOB,0,4.0,0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,4.0,4.0,0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,2.0,0,0
MEG_1867|Drugs|betalactams|Class_C_betalactamases|CMY,0,6.0,0
MEG_5823|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,8.0,6.0,4.0
MEG_3700|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,2.0,0,0
MEG_5811|Drugs|betalactams|Class_A_betalactamases|PSE,2.0,0,0
MEG_5989|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,0,0
MEG_2960|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,6.0,4.0
MEG_1346|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,2.0,0
MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,6.0,0
MEG_930|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,0
MEG_1959|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,14.0,4.0
MEG_3150|Drugs|betalactams|Class_B_betalactamases|GOB,0,8.0,0
MEG_1868|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,4.0,4.0
MEG_936|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,0,0
MEG_736|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,2.0,0,2.0
MEG_933|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,4.0,0
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4.0,0,0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,14.0,10.0,4.0
MEG_6011|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC,2.0,0,0
MEG_2947|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,2.0,0
MEG_5975|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_4685|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,2.0,4.0
MEG_5468|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_1501|Drugs|betalactams|Class_A_betalactamases|CARB,2.0,0,2.0
MEG_2851|Drugs|MLS|23S_rRNA_methyltransferases|ERMV,4.0,4.0,2.0
MEG_657|Drugs|betalactams|Class_C_betalactamases|ADC,0,2.0,0
MEG_2977|Drugs|betalactams|Class_A_betalactamases|FONA,4.0,6.0,2.0
MEG_221|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,4.0,2.0
MEG_2713|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBR|RequiresSNPConfirmation,2.0,6.0,0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_320|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,0,2.0
MEG_5338|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,16.0,26.0,12.0
MEG_7379|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,4.0,2.0,4.0
MEG_7417|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,4.0,0,0
MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,0,4.0,0
MEG_2386|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,8.0,0
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2.0,2.0,2.0
MEG_3564|Drugs|betalactams|Class_A_betalactamases|LEN,4.0,2.0,2.0
MEG_3086|Drugs|betalactams|Class_A_betalactamases|GES,4.0,2.0,2.0
MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,2.0,0,0
MEG_2943|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,6.0,6.0,6.0
MEG_7427|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,4.0,0
MEG_4428|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_6253|Drugs|betalactams|Class_A_betalactamases|SHV,0,10.0,0
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,2.0,2.0,2.0
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,2.0,0
MEG_6364|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0
MEG_4080|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,16.0,20.0,8.0
MEG_7759|Drugs|betalactams|Class_B_betalactamases|VIM,0,4.0,0
MEG_449|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,6.0,0
MEG_2623|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,4.0,0
MEG_3152|Drugs|betalactams|Class_B_betalactamases|GOB,2.0,0,0
MEG_5383|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,18.0,18.0,12.0
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,8.0,2.0
MEG_6330|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,8.0,0
MEG_1265|Drugs|betalactams|Class_B_betalactamases|BLAB,0,2.0,0
MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,8.0,4.0,4.0
MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,4.0,0
MEG_493|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,6.0,0
MEG_6474|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,0,2.0
MEG_6893|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,2.0
MEG_7529|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,4.0,10.0,2.0
MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,4.0,4.0
MEG_1011|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,6.0,6.0,6.0
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,12.0,16.0,8.0
MEG_4774|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,12.0,16.0,10.0
MEG_4189|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,0,2.0,0
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,12.0,4.0
MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,2.0,2.0,0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,4.0,10.0,4.0
MEG_477|Drugs|betalactams|Class_C_betalactamases|ACT,0,2.0,0
MEG_4252|Drugs|betalactams|Class_A_betalactamases|OKP,6.0,2.0,2.0
MEG_4268|Drugs|betalactams|Class_A_betalactamases|OKP,0,6.0,0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,2.0,0
MEG_7489|Drugs|Glycopeptides|VanA-type_regulator|VANSA,2.0,4.0,0
MEG_6226|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,0,4.0
MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,4.0,0
MEG_3385|Drugs|betalactams|Class_B_betalactamases|IMP,0,2.0,0
MEG_1666|Drugs|betalactams|Class_B_betalactamases|CFIA,0,4.0,0
MEG_4521|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_4208|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,4.0,12.0,2.0
MEG_4922|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_2244|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,2.0,2.0
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2.0,0,0
MEG_7627|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,4.0,0,2.0
MEG_4886|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,2.0,2.0,0
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,6.0,0,4.0
MEG_3430|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_mutant|INIA|RequiresSNPConfirmation,10.0,12.0,6.0
MEG_5091|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0
MEG_1530|Drugs|betalactams|Class_A_betalactamases|CARB,0,2.0,0
MEG_5913|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2.0,4.0,2.0
MEG_7594|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,4.0,4.0,4.0
MEG_3147|Drugs|betalactams|Class_B_betalactamases|GOB,1.0,0,1.0
MEG_6267|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,4.0,4.0
MEG_1787|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,0
MEG_5068|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_6498|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,2.0
MEG_5947|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,6.0,0
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_3040|Drugs|betalactams|Class_C_betalactamases|FOX,2.0,8.0,0
MEG_4070|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,2.0,4.0,2.0
MEG_1768|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,4.0,0,4.0
MEG_5991|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,2.0,2.0
MEG_458|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,4.0,0
MEG_6002|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,2.0,0
MEG_1880|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,10.0,2.0
MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,4.0,6.0,2.0
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,4.0,0
MEG_2206|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,0,2.0
MEG_3559|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,2.0,0
MEG_2587|Drugs|betalactams|Class_C_betalactamases|DHA,0,6.0,0
MEG_1248|Drugs|betalactams|Class_A_betalactamases|BLAA,2.0,2.0,0
MEG_1594|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,2.0,0,2.0
MEG_4145|Drugs|betalactams|Class_B_betalactamases|NDM,0,2.0,0
MEG_5745|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,2.0
MEG_3562|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,0,0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,0,6.0,0
MEG_7747|Drugs|betalactams|Class_B_betalactamases|VIM,0,2.0,0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,2.0,0
MEG_232|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_888|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_6441|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI,0,4.0,0
MEG_3248|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,2.0,8.0,2.0
MEG_5378|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4.0,10.0,2.0
MEG_6842|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,6.0,0
MEG_7804|Drugs|Mycobacterium_tuberculosis-specific_Drug|Viomycin_phosphotransferases|VPH,4.0,4.0,2.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,2.0,0
MEG_3130|Drugs|betalactams|Class_A_betalactamases|GES,4.0,2.0,2.0
MEG_4897|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_6774|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,0
MEG_3231|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,8.0,12.0,6.0
MEG_3778|Drugs|betalactams|Penicillin_binding_protein|MECA,4.0,8.0,2.0
MEG_4211|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|NORBD,6.0,12.0,0
MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,14.0,4.0,4.0
MEG_7066|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,2.0,6.0,2.0
MEG_2957|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,4.0,0
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,2.0,0
MEG_6279|Drugs|betalactams|Class_A_betalactamases|SHV,10.0,6.0,6.0
MEG_5178|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_5085|Drugs|betalactams|Class_D_betalactamases|OXA,0,8.0,0
MEG_1400|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,2.0,0
MEG_2396|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,2.0
MEG_4910|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
